V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,T1,T2
6.18,18.00,29798.33,2307.22,8849.05,246.38,246.38,778.37,288.00,671.98,2.49,1.00,13.08,1.03,34.32,0.68,0.95,1.00
7.15,21.00,38974.89,2678.08,9142.51,332.11,332.11,834.21,288.00,696.55,2.95,1.00,15.34,1.04,44.27,0.88,0.95,1.00
8.21,24.00,50995.65,3087.59,9325.78,438.07,438.07,931.66,288.00,738.58,3.56,1.00,18.21,1.04,60.52,1.20,0.95,1.00
9.30,27.00,72778.94,3560.46,9793.59,644.87,644.87,1098.15,288.00,786.37,4.47,1.00,22.27,1.05,90.46,1.79,0.95,1.00
1.14,3.00,497.39,1359.36,6737.58,8.11,8.11,454.61,288.00,548.75,1.10,1.00,5.88,1.02,0.00,0.07,0.95,1.00
2.09,6.00,4826.30,1344.74,6862.68,22.45,22.45,569.04,288.00,569.89,1.26,1.00,6.75,1.02,23.18,0.22,0.95,1.00
3.14,9.00,8381.37,1386.77,7166.29,60.38,60.38,588.87,288.00,584.45,1.39,1.00,7.42,1.02,12.38,0.25,0.95,1.00
4.16,12.00,14726.29,1547.48,7835.23,113.82,113.82,642.95,288.00,610.47,1.65,1.00,8.82,1.02,17.22,0.34,0.95,1.00
5.14,15.00,21640.06,1924.35,8514.02,175.31,175.31,711.02,288.00,641.83,2.07,1.00,10.96,1.03,25.20,0.50,0.95,1.00
6.18,18.00,29798.46,2307.22,8850.08,246.33,246.33,777.30,288.00,671.76,2.49,1.00,13.07,1.03,34.25,0.68,0.95,1.00
7.15,21.00,38974.63,2678.08,9143.01,332.11,332.11,833.21,288.00,696.38,2.95,1.00,15.32,1.04,44.19,0.88,0.95,1.00
8.21,24.00,50995.18,3087.58,9326.17,438.12,438.12,930.65,288.00,738.43,3.56,1.00,18.19,1.04,60.43,1.20,0.95,1.00
9.30,27.00,72779.36,3560.56,9794.33,645.15,645.15,1097.30,288.00,786.24,4.47,1.00,22.24,1.05,90.36,1.79,0.95,1.00
1.14,3.00,788.28,1372.13,6748.85,8.84,8.84,462.43,288.00,550.44,1.12,1.00,5.95,1.02,0.00,0.08,0.95,1.00
2.09,6.00,4799.01,1344.88,6865.31,22.46,22.46,567.38,288.00,569.74,1.26,1.00,6.74,1.02,23.07,0.22,0.95,1.00
3.14,9.00,8381.50,1386.77,7168.89,60.38,60.38,588.07,288.00,584.31,1.39,1.00,7.42,1.02,12.34,0.24,0.95,1.00
4.16,12.00,14726.30,1547.48,7837.27,113.81,113.81,642.09,288.00,610.31,1.65,1.00,8.81,1.02,17.18,0.34,0.95,1.00
5.14,15.00,21640.09,1924.35,8514.93,175.33,175.33,710.07,288.00,641.66,2.07,1.00,10.95,1.03,25.15,0.50,0.95,1.00
6.18,18.00,29798.50,2307.21,8851.11,246.34,246.34,776.23,288.00,671.55,2.49,1.00,13.06,1.03,34.18,0.68,0.95,1.00
7.15,21.00,38974.38,2678.07,9143.51,332.04,332.04,832.21,288.00,696.22,2.95,1.00,15.31,1.04,44.11,0.87,0.95,1.00
8.21,24.00,50994.94,3087.57,9326.57,438.06,438.06,929.64,288.00,738.28,3.56,1.00,18.17,1.04,60.34,1.19,0.95,1.00
9.30,27.00,72782.59,3560.74,9795.11,645.24,645.24,1096.48,288.00,786.12,4.47,1.00,22.22,1.05,90.26,1.79,0.95,1.00
1.14,3.00,873.88,1375.24,6753.49,9.02,9.02,464.27,288.00,550.84,1.12,1.00,5.96,1.02,0.00,0.08,0.95,1.00
2.09,6.00,4768.73,1344.80,6867.85,22.45,22.45,565.92,288.00,569.46,1.26,1.00,6.73,1.02,23.05,0.22,0.95,1.00
3.14,9.00,8381.61,1386.77,7171.50,60.38,60.38,587.28,288.00,584.16,1.39,1.00,7.41,1.02,12.31,0.24,0.95,1.00
4.16,12.00,14726.40,1547.48,7839.32,113.82,113.82,641.23,288.00,610.16,1.65,1.00,8.80,1.02,17.14,0.34,0.95,1.00
5.14,15.00,21640.31,1924.35,8515.85,175.34,175.34,709.12,288.00,641.48,2.07,1.00,10.94,1.03,25.09,0.50,0.95,1.00
6.18,18.00,29798.54,2307.21,8852.13,246.40,246.40,775.17,288.00,671.33,2.49,1.00,13.04,1.03,34.11,0.68,0.95,1.00
7.15,21.00,38974.11,2678.07,9144.02,331.99,331.99,831.21,288.00,696.05,2.95,1.00,15.29,1.04,44.03,0.87,0.95,1.00
8.21,24.00,50994.78,3087.56,9326.96,438.05,438.05,928.63,288.00,738.14,3.56,1.00,18.15,1.04,60.24,1.19,0.95,1.00
9.30,27.00,72781.39,3560.72,9795.78,644.88,644.88,1095.61,288.00,785.99,4.47,1.00,22.19,1.05,90.16,1.79,0.95,1.00
1.14,3.00,937.01,1377.43,6757.57,9.15,9.15,465.47,288.00,551.08,1.12,1.00,5.97,1.02,0.00,0.09,0.95,1.00
2.09,6.00,4436.21,1344.69,6870.27,22.42,22.42,556.21,288.00,567.97,1.25,1.00,6.66,1.02,22.75,0.21,0.95,1.00
3.14,9.00,8381.68,1386.77,7174.10,60.38,60.38,586.48,288.00,584.01,1.39,1.00,7.40,1.02,12.28,0.24,0.95,1.00
4.16,12.00,14726.56,1547.48,7841.38,113.82,113.82,640.38,288.00,610.00,1.65,1.00,8.79,1.02,17.10,0.34,0.95,1.00
5.14,15.00,21640.36,1924.36,8516.77,175.34,175.34,708.18,288.00,641.30,2.07,1.00,10.93,1.03,25.04,0.50,0.95,1.00
6.18,18.00,29798.58,2307.21,8853.16,246.39,246.39,774.10,288.00,671.12,2.49,1.00,13.03,1.03,34.04,0.67,0.95,1.00
7.15,21.00,38973.85,2678.08,9144.52,332.12,332.12,830.22,288.00,695.89,2.95,1.00,15.27,1.04,43.96,0.87,0.95,1.00
8.21,24.00,50994.64,3087.56,9327.36,438.10,438.10,927.63,288.00,737.99,3.56,1.00,18.13,1.04,60.15,1.19,0.95,1.00
9.30,27.00,72779.54,3560.71,9796.44,645.18,645.18,1094.74,288.00,785.86,4.47,1.00,22.17,1.05,90.05,1.78,0.95,1.00
1.14,3.00,1105.36,1383.78,6764.43,9.52,9.52,469.75,288.00,551.92,1.13,1.00,6.00,1.02,0.00,0.09,0.95,1.00
2.09,6.00,4178.56,1344.97,6872.99,22.46,22.46,548.09,288.00,566.70,1.24,1.00,6.61,1.02,22.35,0.20,0.95,1.00
3.14,9.00,8381.82,1386.77,7176.70,60.39,60.39,585.69,288.00,583.86,1.39,1.00,7.39,1.02,12.24,0.24,0.95,1.00
4.16,12.00,14726.60,1547.48,7843.43,113.82,113.82,639.53,288.00,609.84,1.65,1.00,8.78,1.02,17.06,0.34,0.95,1.00
5.14,15.00,21640.79,1924.36,8517.70,175.34,175.34,707.24,288.00,641.13,2.07,1.00,10.92,1.03,24.98,0.50,0.95,1.00
6.18,18.00,29798.73,2307.20,8854.20,246.34,246.34,773.05,288.00,670.91,2.49,1.00,13.02,1.03,33.97,0.67,0.95,1.00
7.15,21.00,38973.61,2678.07,9145.03,332.07,332.07,829.22,288.00,695.73,2.95,1.00,15.26,1.04,43.88,0.87,0.95,1.00
8.21,24.00,50994.52,3087.56,9327.76,437.95,437.95,926.63,288.00,737.84,3.55,1.00,18.11,1.04,60.05,1.19,0.95,1.00
9.30,27.00,72777.96,3560.70,9797.10,645.03,645.03,1093.88,288.00,785.73,4.47,1.00,22.14,1.05,89.95,1.78,0.95,1.00
1.14,3.00,395.65,1331.56,6663.59,6.59,6.59,477.70,288.00,551.15,1.10,1.00,5.98,1.02,17.19,0.11,0.95,0.98
2.09,6.00,6956.39,1375.03,6825.50,28.00,28.00,635.18,288.00,581.40,1.33,1.00,7.28,1.02,11.31,0.29,0.95,0.98
3.14,9.00,8379.11,1386.76,7109.49,60.35,60.35,605.53,288.00,587.36,1.39,1.00,7.58,1.02,13.07,0.26,0.95,0.98
4.16,12.00,14724.43,1547.46,7790.32,113.78,113.78,661.00,288.00,613.63,1.66,1.00,9.01,1.02,18.09,0.36,0.95,0.98
5.14,15.00,21636.23,1924.31,8493.80,175.29,175.29,730.95,288.00,645.39,2.08,1.00,11.20,1.03,26.35,0.52,0.95,0.98
6.18,18.00,29792.44,2307.42,8827.26,246.22,246.22,799.90,288.00,676.15,2.50,1.00,13.36,1.03,35.73,0.71,0.95,0.98
7.15,21.00,38982.87,2678.09,9131.92,332.18,332.18,854.06,288.00,699.63,2.96,1.00,15.68,1.04,45.85,0.91,0.95,0.98
8.21,24.00,50996.61,3087.56,9317.94,438.13,438.13,951.44,288.00,741.44,3.58,1.00,18.64,1.04,62.40,1.24,0.95,0.98
9.30,27.00,72762.17,3560.40,9777.32,645.05,645.05,1114.61,288.00,788.72,4.50,1.00,22.82,1.05,92.48,1.83,0.95,0.98
1.14,3.00,414.47,1357.09,6682.86,8.01,8.01,464.30,288.00,551.00,1.10,1.00,5.97,1.02,2.85,0.08,0.95,0.98
2.09,6.00,6913.45,1367.24,6823.20,26.55,26.55,635.34,288.00,580.92,1.33,1.00,7.26,1.02,15.18,0.29,0.95,0.98
3.14,9.00,8379.19,1386.76,7112.08,60.35,60.35,604.70,288.00,587.21,1.39,1.00,7.57,1.02,13.04,0.26,0.95,0.98
4.16,12.00,14724.44,1547.47,7792.32,113.79,113.79,660.09,288.00,613.46,1.66,1.00,9.00,1.02,18.05,0.36,0.95,0.98
5.14,15.00,21636.27,1924.31,8494.71,175.30,175.30,729.95,288.00,645.20,2.08,1.00,11.19,1.03,26.29,0.52,0.95,0.98
6.18,18.00,29792.79,2307.40,8828.30,246.22,246.22,798.76,288.00,675.92,2.50,1.00,13.34,1.03,35.66,0.71,0.95,0.98
7.15,21.00,38982.43,2678.09,9132.42,332.21,332.21,853.01,288.00,699.46,2.96,1.00,15.67,1.04,45.76,0.91,0.95,0.98
8.21,24.00,50997.08,3087.58,9318.32,438.00,438.00,950.39,288.00,741.28,3.58,1.00,18.61,1.04,62.30,1.23,0.95,0.98
9.30,27.00,72763.29,3560.40,9778.12,644.72,644.72,1113.71,288.00,788.58,4.50,1.00,22.79,1.05,92.37,1.83,0.95,0.98
1.14,3.00,658.34,1367.74,6692.76,8.62,8.62,470.41,288.00,552.41,1.11,1.00,6.03,1.02,0.00,0.09,0.95,0.98
2.09,6.00,6839.85,1363.98,6823.76,25.96,25.96,633.43,288.00,580.44,1.32,1.00,7.24,1.02,16.91,0.29,0.95,0.98
3.14,9.00,8379.31,1386.76,7114.66,60.36,60.36,603.87,288.00,587.06,1.39,1.00,7.56,1.02,13.00,0.26,0.95,0.98
4.16,12.00,14724.50,1547.47,7794.33,113.80,113.80,659.19,288.00,613.30,1.66,1.00,8.99,1.02,18.00,0.36,0.95,0.98
5.14,15.00,21636.53,1924.32,8495.63,175.29,175.29,728.95,288.00,645.02,2.08,1.00,11.18,1.03,26.24,0.52,0.95,0.98
6.18,18.00,29793.02,2307.39,8829.33,246.25,246.25,797.63,288.00,675.69,2.50,1.00,13.33,1.03,35.59,0.71,0.95,0.98
7.15,21.00,38982.02,2678.09,9132.92,332.14,332.14,851.97,288.00,699.28,2.96,1.00,15.65,1.04,45.68,0.90,0.95,0.98
8.21,24.00,50997.44,3087.59,9318.69,438.08,438.08,949.35,288.00,741.11,3.58,1.00,18.59,1.04,62.21,1.23,0.95,0.98
9.30,27.00,72763.63,3560.41,9778.91,644.81,644.81,1112.80,288.00,788.43,4.50,1.00,22.76,1.05,92.26,1.83,0.95,0.98
1.14,3.00,1364.15,1392.26,6712.34,10.06,10.06,490.89,288.00,556.52,1.14,1.00,6.19,1.02,0.00,0.11,0.95,0.98
2.09,6.00,6812.26,1363.57,6826.03,25.89,25.89,631.86,288.00,580.18,1.32,1.00,7.22,1.02,16.83,0.29,0.95,0.98
3.14,9.00,8379.41,1386.76,7117.25,60.35,60.35,603.04,288.00,586.91,1.39,1.00,7.55,1.02,12.97,0.26,0.95,0.98
4.16,12.00,14724.51,1547.47,7796.33,113.79,113.79,658.29,288.00,613.14,1.66,1.00,8.98,1.02,17.96,0.36,0.95,0.98
5.14,15.00,21636.73,1924.32,8496.54,175.31,175.31,727.96,288.00,644.83,2.08,1.00,11.16,1.03,26.18,0.52,0.95,0.98
6.18,18.00,29793.41,2307.38,8830.37,246.31,246.31,796.50,288.00,675.47,2.50,1.00,13.32,1.03,35.51,0.70,0.95,0.98
7.15,21.00,38981.59,2678.09,9133.42,332.07,332.07,850.93,288.00,699.11,2.96,1.00,15.63,1.04,45.60,0.90,0.95,0.98
8.21,24.00,50997.65,3087.61,9319.06,438.04,438.04,948.30,288.00,740.95,3.57,1.00,18.57,1.04,62.11,1.23,0.95,0.98
9.30,27.00,72764.89,3560.41,9779.70,645.04,645.04,1111.90,288.00,788.29,4.50,1.00,22.74,1.05,92.16,1.82,0.95,0.98
1.14,3.00,1546.39,1396.91,6718.15,10.33,10.33,495.85,288.00,557.49,1.15,1.00,6.23,1.02,0.00,0.11,0.95,0.98
2.09,6.00,6804.33,1363.17,6828.30,25.81,25.81,630.89,288.00,580.00,1.32,1.00,7.21,1.02,17.08,0.29,0.95,0.98
3.14,9.00,8379.54,1386.76,7119.84,60.36,60.36,602.21,288.00,586.76,1.39,1.00,7.55,1.02,12.93,0.26,0.95,0.98
4.16,12.00,14724.67,1547.47,7798.35,113.80,113.80,657.40,288.00,612.97,1.66,1.00,8.97,1.02,17.92,0.36,0.95,0.98
5.14,15.00,21636.91,1924.32,8497.46,175.29,175.29,726.97,288.00,644.65,2.08,1.00,11.15,1.03,26.12,0.52,0.95,0.98
6.18,18.00,29793.73,2307.37,8831.41,246.23,246.23,795.37,288.00,675.24,2.50,1.00,13.30,1.03,35.44,0.70,0.95,0.98
7.15,21.00,38981.21,2678.09,9133.93,332.09,332.09,849.89,288.00,698.93,2.96,1.00,15.61,1.04,45.52,0.90,0.95,0.98
8.21,24.00,50997.84,3087.62,9319.42,438.13,438.13,947.26,288.00,740.79,3.57,1.00,18.55,1.04,62.01,1.23,0.95,0.98
9.30,27.00,72766.06,3560.41,9780.49,644.74,644.74,1111.00,288.00,788.15,4.49,1.00,22.71,1.05,92.05,1.82,0.95,0.98
1.14,3.00,2040.26,1407.15,6727.95,10.96,10.96,510.38,288.00,560.09,1.17,1.00,6.33,1.02,0.00,0.13,0.95,0.98
2.09,6.00,6683.83,1360.38,6829.14,25.30,25.30,627.57,288.00,579.38,1.32,1.00,7.19,1.02,18.43,0.28,0.95,0.98
3.14,9.00,8379.65,1386.76,7122.43,60.36,60.36,601.39,288.00,586.61,1.39,1.00,7.54,1.02,12.90,0.26,0.95,0.98
4.16,12.00,14724.72,1547.47,7800.36,113.80,113.80,656.50,288.00,612.81,1.66,1.00,8.96,1.02,17.88,0.35,0.95,0.98
5.14,15.00,21637.04,1924.32,8498.37,175.30,175.30,725.98,288.00,644.47,2.08,1.00,11.14,1.03,26.07,0.52,0.95,0.98
6.18,18.00,29794.06,2307.35,8832.45,246.27,246.27,794.25,288.00,675.02,2.50,1.00,13.29,1.03,35.37,0.70,0.95,0.98
7.15,21.00,38980.83,2678.09,9134.43,332.20,332.20,848.86,288.00,698.76,2.96,1.00,15.60,1.04,45.44,0.90,0.95,0.98
8.21,24.00,50997.93,3087.63,9319.79,437.99,437.99,946.22,288.00,740.62,3.57,1.00,18.53,1.04,61.91,1.23,0.95,0.98
9.30,27.00,72767.01,3560.41,9781.27,644.79,644.79,1110.11,288.00,788.01,4.49,1.00,22.68,1.05,91.94,1.82,0.95,0.98
1.14,3.00,2518.32,1413.37,6734.99,11.34,11.34,524.48,288.00,562.51,1.19,1.00,6.43,1.02,0.00,0.15,0.95,0.98
2.09,6.00,6700.67,1360.80,6831.94,25.38,25.38,627.02,288.00,579.28,1.32,1.00,7.18,1.02,18.09,0.28,0.95,0.98
3.14,9.00,8379.72,1386.76,7125.01,60.36,60.36,600.56,288.00,586.46,1.39,1.00,7.53,1.02,12.86,0.26,0.95,0.98
4.16,12.00,14724.79,1547.47,7802.38,113.78,113.78,655.61,288.00,612.65,1.66,1.00,8.95,1.02,17.83,0.35,0.95,0.98
5.14,15.00,21637.37,1924.32,8499.29,175.30,175.30,724.99,288.00,644.28,2.08,1.00,11.13,1.03,26.01,0.52,0.95,0.98
6.18,18.00,29794.35,2307.34,8833.48,246.26,246.26,793.13,288.00,674.80,2.50,1.00,13.28,1.03,35.30,0.70,0.95,0.98
7.15,21.00,38980.44,2678.09,9134.93,332.13,332.13,847.83,288.00,698.59,2.96,1.00,15.58,1.04,45.36,0.90,0.95,0.98
8.21,24.00,50998.01,3087.63,9320.15,438.00,438.00,945.19,288.00,740.46,3.57,1.00,18.51,1.04,61.82,1.22,0.95,0.98
9.30,27.00,72768.02,3560.41,9782.05,645.00,645.00,1109.22,288.00,787.87,4.49,1.00,22.65,1.05,91.84,1.82,0.95,0.98
1.14,3.00,3357.24,1419.06,6741.94,11.70,11.70,549.55,288.00,566.61,1.22,1.00,6.61,1.02,0.00,0.18,0.95,0.98
2.09,6.00,6614.40,1359.03,6833.45,25.05,25.05,624.34,288.00,578.80,1.32,1.00,7.16,1.02,18.90,0.28,0.95,0.98
3.14,9.00,8379.81,1386.76,7127.60,60.37,60.37,599.74,288.00,586.31,1.39,1.00,7.52,1.02,12.83,0.25,0.95,0.98
4.16,12.00,14724.84,1547.47,7804.40,113.79,113.79,654.72,288.00,612.49,1.66,1.00,8.94,1.02,17.79,0.35,0.95,0.98
5.14,15.00,21637.53,1924.32,8500.20,175.31,175.31,724.00,288.00,644.10,2.08,1.00,11.12,1.03,25.95,0.51,0.95,0.98
6.18,18.00,29794.60,2307.33,8834.51,246.31,246.31,792.02,288.00,674.57,2.50,1.00,13.26,1.03,35.22,0.70,0.95,0.98
7.15,21.00,38980.09,2678.09,9135.42,332.07,332.07,846.80,288.00,698.41,2.96,1.00,15.56,1.04,45.28,0.90,0.95,0.98
8.21,24.00,50997.94,3087.63,9320.51,438.13,438.13,944.16,288.00,740.30,3.57,1.00,18.49,1.04,61.72,1.22,0.95,0.98
9.30,27.00,72767.56,3560.43,9782.80,645.06,645.06,1108.32,288.00,787.73,4.49,1.00,22.63,1.05,91.73,1.82,0.95,0.98
1.14,3.00,4535.97,1415.67,6743.04,11.51,11.51,584.46,288.00,571.42,1.26,1.00,6.82,1.02,0.00,0.22,0.95,0.98
2.09,6.00,6425.61,1356.12,6834.18,24.52,24.52,619.29,288.00,577.93,1.31,1.00,7.12,1.02,20.19,0.28,0.95,0.98
3.14,9.00,8379.96,1386.76,7130.20,60.36,60.36,598.92,288.00,586.16,1.39,1.00,7.52,1.02,12.80,0.25,0.95,0.98
4.16,12.00,14724.93,1547.47,7806.42,113.79,113.79,653.83,288.00,612.33,1.66,1.00,8.94,1.02,17.75,0.35,0.95,0.98
5.14,15.00,21637.70,1924.33,8501.12,175.29,175.29,723.02,288.00,643.92,2.08,1.00,11.11,1.03,25.90,0.51,0.95,0.98
6.18,18.00,29795.02,2307.32,8835.56,246.33,246.33,790.91,288.00,674.35,2.50,1.00,13.25,1.03,35.15,0.70,0.95,0.98
7.15,21.00,38979.68,2678.09,9135.92,332.11,332.11,845.77,288.00,698.24,2.96,1.00,15.54,1.04,45.20,0.90,0.95,0.98
8.21,24.00,50997.86,3087.63,9320.87,438.04,438.04,943.13,288.00,740.14,3.57,1.00,18.47,1.04,61.63,1.22,0.95,0.98
9.30,27.00,72769.40,3560.42,9783.58,644.79,644.79,1107.44,288.00,787.59,4.49,1.00,22.60,1.05,91.63,1.81,0.95,0.98
1.14,3.00,4877.17,1413.34,6744.22,11.37,11.37,593.47,288.00,572.78,1.27,1.00,6.88,1.02,0.00,0.23,0.95,0.98
2.09,6.00,6349.03,1354.85,6835.93,24.30,24.30,616.71,288.00,577.45,1.31,1.00,7.10,1.02,20.56,0.27,0.95,0.98
3.14,9.00,8380.05,1386.76,7132.79,60.36,60.36,598.10,288.00,586.02,1.39,1.00,7.51,1.02,12.76,0.25,0.95,0.98
4.16,12.00,14725.04,1547.47,7808.44,113.79,113.79,652.95,288.00,612.16,1.66,1.00,8.93,1.02,17.71,0.35,0.95,0.98
5.14,15.00,21637.67,1924.33,8502.03,175.33,175.33,722.04,288.00,643.74,2.08,1.00,11.10,1.03,25.84,0.51,0.95,0.98
6.18,18.00,29795.18,2307.30,8836.58,246.28,246.28,789.80,288.00,674.13,2.50,1.00,13.23,1.03,35.08,0.69,0.95,0.98
7.15,21.00,38979.09,2678.08,9136.43,332.04,332.04,844.74,288.00,698.07,2.96,1.00,15.53,1.04,45.11,0.89,0.95,0.98
8.21,24.00,50997.73,3087.63,9321.23,438.12,438.12,942.10,288.00,739.98,3.57,1.00,18.44,1.04,61.53,1.22,0.95,0.98
9.30,27.00,72770.12,3560.42,9784.34,645.07,645.07,1106.55,288.00,787.45,4.49,1.00,22.57,1.05,91.52,1.81,0.95,0.98
1.14,3.00,5549.95,1406.84,6743.00,10.98,10.98,612.01,288.00,575.24,1.29,1.00,6.99,1.02,0.00,0.25,0.95,0.99
2.09,6.00,6230.81,1353.19,6837.50,23.99,23.99,613.15,288.00,576.84,1.30,1.00,7.07,1.02,21.19,0.27,0.95,0.99
3.14,9.00,8380.12,1386.76,7135.38,60.36,60.36,597.29,288.00,585.87,1.39,1.00,7.50,1.02,12.73,0.25,0.95,0.99
4.16,12.00,14725.12,1547.47,7810.47,113.79,113.79,652.06,288.00,612.00,1.66,1.00,8.92,1.02,17.66,0.35,0.95,0.99
5.14,15.00,21637.86,1924.33,8502.94,175.32,175.32,721.06,288.00,643.55,2.08,1.00,11.08,1.03,25.79,0.51,0.95,0.99
6.18,18.00,29795.49,2307.30,8837.62,246.27,246.27,788.70,288.00,673.91,2.50,1.00,13.22,1.03,35.01,0.69,0.95,0.99
7.15,21.00,38978.68,2678.08,9136.94,332.13,332.13,843.70,288.00,697.90,2.96,1.00,15.51,1.04,45.03,0.89,0.95,0.99
8.21,24.00,50997.62,3087.63,9321.58,438.03,438.03,941.08,288.00,739.82,3.57,1.00,18.42,1.04,61.43,1.22,0.95,0.99
9.30,27.00,72770.67,3560.43,9785.10,645.06,645.06,1105.67,288.00,787.31,4.49,1.00,22.54,1.05,91.42,1.81,0.95,0.99
1.14,3.00,6851.72,1387.76,6734.17,9.84,9.84,649.15,288.00,579.40,1.33,1.00,7.18,1.02,0.00,0.30,0.95,0.99
2.09,6.00,6049.32,1351.30,6838.89,23.64,23.64,608.00,288.00,575.99,1.30,1.00,7.03,1.02,21.87,0.27,0.95,0.99
3.14,9.00,8380.27,1386.76,7137.97,60.37,60.37,596.47,288.00,585.72,1.39,1.00,7.49,1.02,12.70,0.25,0.95,0.99
4.16,12.00,14725.18,1547.47,7812.49,113.80,113.80,651.18,288.00,611.84,1.66,1.00,8.91,1.02,17.62,0.35,0.95,0.99
5.14,15.00,21638.17,1924.33,8503.86,175.30,175.30,720.09,288.00,643.37,2.08,1.00,11.07,1.03,25.73,0.51,0.95,0.99
6.18,18.00,29795.89,2307.29,8838.66,246.30,246.30,787.59,288.00,673.69,2.50,1.00,13.21,1.03,34.93,0.69,0.95,0.99
7.15,21.00,38978.20,2678.08,9137.45,332.04,332.04,842.67,288.00,697.73,2.96,1.00,15.49,1.04,44.95,0.89,0.95,0.99
8.21,24.00,50997.52,3087.63,9321.94,438.14,438.14,940.06,288.00,739.66,3.57,1.00,18.40,1.04,61.34,1.21,0.95,0.99
9.30,27.00,72772.09,3560.42,9785.86,644.77,644.77,1104.79,288.00,787.18,4.49,1.00,22.52,1.05,91.31,1.81,0.95,0.99
1.14,3.00,7450.70,1362.95,6721.42,8.40,8.40,671.55,288.00,580.70,1.33,1.00,7.25,1.02,11.59,0.33,0.95,0.99
2.09,6.00,5978.15,1350.67,6841.01,23.53,23.53,605.42,288.00,575.56,1.30,1.00,7.01,1.02,22.01,0.26,0.95,0.99
3.14,9.00,8380.35,1386.76,7140.56,60.36,60.36,595.66,288.00,585.57,1.39,1.00,7.49,1.02,12.66,0.25,0.95,0.99
4.16,12.00,14725.28,1547.47,7814.52,113.81,113.81,650.30,288.00,611.68,1.66,1.00,8.90,1.02,17.58,0.35,0.95,0.99
5.14,15.00,21638.12,1924.33,8504.77,175.30,175.30,719.12,288.00,643.19,2.08,1.00,11.06,1.03,25.67,0.51,0.95,0.99
6.18,18.00,29796.18,2307.28,8839.69,246.34,246.34,786.50,288.00,673.47,2.50,1.00,13.19,1.03,34.86,0.69,0.95,0.99
7.15,21.00,38977.87,2678.08,9137.96,332.13,332.13,841.64,288.00,697.56,2.96,1.00,15.48,1.04,44.87,0.89,0.95,0.99
8.21,24.00,50997.41,3087.62,9322.30,438.03,438.03,939.04,288.00,739.50,3.57,1.00,18.38,1.04,61.24,1.21,0.95,0.99
9.30,27.00,72772.94,3560.42,9786.61,645.06,645.06,1103.91,288.00,787.04,4.48,1.00,22.49,1.05,91.21,1.81,0.95,0.99
1.14,3.00,7107.82,1341.28,6710.10,7.17,7.17,667.12,288.00,578.95,1.32,1.00,7.16,1.02,22.21,0.33,0.95,0.99
2.09,6.00,5644.77,1347.91,6841.87,23.02,23.02,596.42,288.00,574.09,1.28,1.00,6.94,1.02,22.74,0.25,0.95,0.99
3.14,9.00,8380.47,1386.76,7143.16,60.37,60.37,594.85,288.00,585.42,1.39,1.00,7.48,1.02,12.63,0.25,0.95,0.99
4.16,12.00,14725.41,1547.47,7816.56,113.80,113.80,649.42,288.00,611.52,1.66,1.00,8.89,1.02,17.54,0.35,0.95,0.99
5.14,15.00,21638.46,1924.34,8505.69,175.32,175.32,718.15,288.00,643.01,2.08,1.00,11.05,1.03,25.62,0.51,0.95,0.99
6.18,18.00,29796.48,2307.27,8840.73,246.35,246.35,785.40,288.00,673.25,2.50,1.00,13.18,1.03,34.79,0.69,0.95,0.99
7.15,21.00,38977.55,2678.08,9138.46,332.11,332.11,840.62,288.00,697.39,2.96,1.00,15.46,1.04,44.79,0.89,0.95,0.99
8.21,24.00,50997.29,3087.62,9322.65,438.11,438.11,938.02,288.00,739.34,3.57,1.00,18.36,1.04,61.15,1.21,0.95,0.99
9.30,27.00,72773.32,3560.43,9787.35,644.90,644.90,1103.03,288.00,786.91,4.48,1.00,22.46,1.05,91.10,1.80,0.95,0.99
1.14,3.00,6325.59,1326.28,6702.63,6.33,6.33,649.20,288.00,575.73,1.29,1.00,7.01,1.02,28.28,0.32,0.95,0.99
2.09,6.00,5659.90,1348.17,6844.58,23.08,23.08,595.96,288.00,574.03,1.28,1.00,6.94,1.02,22.70,0.25,0.95,0.99
3.14,9.00,8380.59,1386.77,7145.75,60.38,60.38,594.04,288.00,585.27,1.39,1.00,7.47,1.02,12.59,0.25,0.95,0.99
4.16,12.00,14725.51,1547.47,7818.59,113.81,113.81,648.55,288.00,611.36,1.66,1.00,8.88,1.02,17.50,0.35,0.95,0.99
5.14,15.00,21638.67,1924.34,8506.61,175.33,175.33,717.18,288.00,642.83,2.08,1.00,11.04,1.03,25.56,0.51,0.95,0.99
6.18,18.00,29796.74,2307.27,8841.76,246.27,246.27,784.31,288.00,673.03,2.50,1.00,13.17,1.03,34.72,0.69,0.95,0.99
7.15,21.00,38977.23,2678.08,9138.97,332.15,332.15,839.60,288.00,697.23,2.96,1.00,15.44,1.04,44.71,0.89,0.95,0.99
8.21,24.00,50997.20,3087.62,9323.01,438.05,438.05,937.01,288.00,739.18,3.56,1.00,18.34,1.04,61.05,1.21,0.95,0.99
9.30,27.00,72774.15,3560.43,9788.09,645.14,645.14,1102.16,288.00,786.77,4.48,1.00,22.44,1.05,91.00,1.80,0.95,0.99
1.14,3.00,4833.55,1312.65,6695.36,5.58,5.58,612.26,288.00,569.93,1.25,1.00,6.75,1.02,32.89,0.28,0.95,0.99
